"test5.gene"	"test5.count"
"3058"	"RBG2"	32
"3059"	"RBH1"	19
"3060"	"RBK1"	84
"3061"	"RBL2"	119
"3062"	"RBS1"	25
"3063"	"RCE1"	77
"3064"	"RCF1"	115
"3065"	"RCF2"	47
"3066"	"RCK1"	182
"3067"	"RCK2"	79
"3068"	"RCL1"	43
"3069"	"RCM1"	48
"3070"	"RCN1"	35
"3071"	"RCN2"	20
"3072"	"RCO1"	307
"3073"	"RCR1"	20
"3074"	"RCR2"	12
"3075"	"RCY1"	50
"3076"	"RDH54"	92
"3077"	"RDI1"	85
"3078"	"RDL1"	46
"3079"	"RDN25-1"	21
"3080"	"RDR1"	23
"3081"	"RDS1"	22
"3082"	"RDS2"	33
"3083"	"RDS3"	13
"3084"	"REB1"	60
"3085"	"REC102"	34
"3086"	"REC104"	43
"3087"	"REC107"	61
"3088"	"REC114"	22
"3089"	"REC8"	37
"3090"	"RED1"	53
"3091"	"REE1"	28
"3092"	"REF2"	73
"3093"	"REG1"	133
"3094"	"REG2"	16
"3095"	"REH1"	20
"3096"	"REI1"	255
"3097"	"RER1"	183
"3098"	"RER2"	24
"3099"	"RET1"	92
"3100"	"RET2"	207
"3101"	"RET3"	27
"3102"	"REV1"	71
"3103"	"REV3"	134
"3104"	"REV7"	53
"3105"	"REX2"	49
"3106"	"REX3"	24
"3107"	"REX4"	47
"3108"	"RFA1"	233
"3109"	"RFA2"	207
"3110"	"RFA3"	47
"3111"	"RFC1"	75
"3112"	"RFC2"	57
"3113"	"RFC3"	93
"3114"	"RFC4"	106
"3115"	"RFC5"	183
"3116"	"RFM1"	29
"3117"	"RFS1"	43
"3118"	"RFT1"	23
"3119"	"RFU1"	29
"3120"	"RFX1"	116
"3121"	"RGA1"	106
"3122"	"RGA2"	48
"3123"	"RGC1"	63
"3124"	"RGD1"	177
"3125"	"RGD2"	28
"3126"	"RGL1"	54
"3127"	"RGM1"	20
"3128"	"RGP1"	536
"3129"	"RGR1"	91
"3130"	"RGT1"	58
"3131"	"RGT2"	17
"3132"	"RHB1"	57
"3133"	"RHO1"	121
"3134"	"RHO2"	137
"3135"	"RHO3"	69
"3136"	"RHO4"	84
"3137"	"RHO5"	16
"3138"	"RIA1"	209
"3139"	"RIB1"	9
"3140"	"RIB2"	32
"3141"	"RIB3"	13
"3142"	"RIB4"	26
"3143"	"RIB5"	21
"3144"	"RIB7"	7
"3145"	"RIC1"	969
"3146"	"RIE1"	64
"3147"	"RIF1"	82
"3148"	"RIF2"	47
"3149"	"RIM1"	222
"3150"	"RIM101"	383
"3151"	"RIM11"	111
"3152"	"RIM13"	239
"3153"	"RIM15"	195
"3154"	"RIM20"	216
"3155"	"RIM21"	157
"3156"	"RIM4"	52
"3157"	"RIM8"	299
"3158"	"RIM9"	164
"3159"	"RIO1"	46
"3160"	"RIO2"	139
"3161"	"RIP1"	96
"3162"	"RIT1"	63
"3163"	"RIX1"	112
"3164"	"RIX7"	64
"3165"	"RKI1"	30
"3166"	"RKM1"	20
"3167"	"RKM2"	20
"3168"	"RKM3"	29
"3169"	"RKM4"	48
"3170"	"RKM5"	9
"3171"	"RKR1"	122
"3172"	"RLF2"	238
"3173"	"RLI1"	126
"3174"	"RLM1"	72
"3175"	"RLP24"	82
"3176"	"RLP7"	396
"3177"	"RMA1"	73
"3178"	"RMD1"	108
"3179"	"RMD5"	32
"3180"	"RMD6"	5
"3181"	"RMD8"	30
"3182"	"RME1"	34
"3183"	"RMI1"	135
"3184"	"RML2"	282
"3185"	"RMP1"	125
"3186"	"RMT2"	27
"3187"	"RNA1"	151
"3188"	"RNA14"	125
"3189"	"RNA15"	128
"3190"	"RNH1"	53
"3191"	"RNH201"	83
"3192"	"RNH202"	60
"3193"	"RNH203"	50
"3194"	"RNH70"	83
"3195"	"RNP1"	29
"3196"	"RNQ1"	97
"3197"	"RNR1"	78
"3198"	"RNR2"	64
"3199"	"RNR3"	32
"3200"	"RNR4"	104
"3201"	"RNT1"	54
"3202"	"RNY1"	31
"3203"	"ROD1"	51
"3204"	"ROG1"	30
"3205"	"ROG3"	41
"3206"	"ROK1"	32
"3207"	"ROM1"	46
"3208"	"ROM2"	298
"3209"	"ROT1"	100
"3210"	"ROT2"	177
"3211"	"ROX1"	82
"3212"	"ROX3"	84
"3213"	"ROY1"	22
"3214"	"RPA12"	42
"3215"	"RPA135"	163
"3216"	"RPA14"	249
"3217"	"RPA190"	134
"3218"	"RPA34"	393
"3219"	"RPA43"	97
"3220"	"RPA49"	203
"3221"	"RPB10"	81
"3222"	"RPB11"	66
"3223"	"RPB2"	172
"3224"	"RPB3"	218
"3225"	"RPB4"	161
"3226"	"RPB5"	113
"3227"	"RPB7"	99
"3228"	"RPB8"	79
"3229"	"RPB9"	97
"3230"	"RPC10"	67
"3231"	"RPC11"	58
"3232"	"RPC17"	48
"3233"	"RPC19"	110
"3234"	"RPC25"	76
"3235"	"RPC31"	64
"3236"	"RPC34"	75
"3237"	"RPC37"	38
"3238"	"RPC40"	209
"3239"	"RPC53"	92
"3240"	"RPC82"	49
"3241"	"RPD3"	805
"3242"	"RPE1"	69
"3243"	"RPF1"	76
"3244"	"RPF2"	297
"3245"	"RPG1"	141
"3246"	"RPH1"	40
"3247"	"RPI1"	51
"3248"	"RPL10"	97
"3249"	"RPL11A"	46
"3250"	"RPL11B"	59
"3251"	"RPL12A"	83
"3252"	"RPL12B"	42
"3253"	"RPL13A"	121
"3254"	"RPL14A"	168
"3255"	"RPL14B"	45
"3256"	"RPL15A"	44
"3257"	"RPL15B"	25
"3258"	"RPL16A"	108
"3259"	"RPL16B"	71
"3260"	"RPL17A"	65
"3261"	"RPL17B"	71
"3262"	"RPL18A"	75
"3263"	"RPL18B"	31
"3264"	"RPL19A"	41
"3265"	"RPL19B"	79
"3266"	"RPL1A"	86
"3267"	"RPL1B"	85
"3268"	"RPL20A"	92
"3269"	"RPL20B"	42
"3270"	"RPL21A"	33
"3271"	"RPL21B"	104
"3272"	"RPL22A"	118
"3273"	"RPL23A"	97
"3274"	"RPL23B"	28
"3275"	"RPL24A"	91
"3276"	"RPL24B"	48
"3277"	"RPL25"	66
"3278"	"RPL26A"	34
"3279"	"RPL26B"	83
"3280"	"RPL27B"	40
"3281"	"RPL29"	50
"3282"	"RPL2A"	126
"3283"	"RPL2B"	41
"3284"	"RPL3"	118
"3285"	"RPL30"	78
"3286"	"RPL31A"	51
"3287"	"RPL31B"	43
"3288"	"RPL33A"	39
"3289"	"RPL34A"	34
"3290"	"RPL34B"	44
"3291"	"RPL35A"	103
"3292"	"RPL35B"	89
"3293"	"RPL36A"	48
"3294"	"RPL36B"	48
"3295"	"RPL37A"	98
"3296"	"RPL37B"	28
"3297"	"RPL38"	40
"3298"	"RPL39"	28
"3299"	"RPL40A"	64
"3300"	"RPL40B"	169
"3301"	"RPL41A"	42
"3302"	"RPL41B"	20
"3303"	"RPL42A"	32
"3304"	"RPL42B"	14
"3305"	"RPL43A"	98
"3306"	"RPL43B"	46
"3307"	"RPL4A"	133
"3308"	"RPL4B"	76
"3309"	"RPL5"	112
"3310"	"RPL6A"	70
"3311"	"RPL6B"	86
"3312"	"RPL7A"	79
"3313"	"RPL7B"	68
"3314"	"RPL8A"	163
"3315"	"RPL8B"	142
"3316"	"RPL9A"	65
"3317"	"RPL9B"	55
"3318"	"RPM2"	39
"3319"	"RPN1"	449
"3320"	"RPN10"	795
"3321"	"RPN11"	862
"3322"	"RPN12"	227
"3323"	"RPN13"	104
"3324"	"RPN14"	43
"3325"	"RPN2"	132
"3326"	"RPN3"	144
"3327"	"RPN4"	697
"3328"	"RPN5"	150
"3329"	"RPN6"	191
"3330"	"RPN7"	91
"3331"	"RPN8"	108
"3332"	"RPN9"	81
"3333"	"RPO21"	387
"3334"	"RPO26"	108
"3335"	"RPO31"	147
"3336"	"RPO41"	123
"3337"	"RPP0"	130
"3338"	"RPP1"	30
"3339"	"RPP1A"	130
"3340"	"RPP1B"	67
"3341"	"RPP2A"	82
"3342"	"RPP2B"	202
"3343"	"RPR2"	16
"3344"	"RPS0A"	110
"3345"	"RPS0B"	129
"3346"	"RPS10A"	78
"3347"	"RPS10B"	49
"3348"	"RPS11A"	81
"3349"	"RPS11B"	96
"3350"	"RPS12"	37
"3351"	"RPS13"	65
"3352"	"RPS14A"	72
"3353"	"RPS14B"	36
"3354"	"RPS15"	36
"3355"	"RPS16A"	111
"3356"	"RPS16B"	81
"3357"	"RPS17A"	68
"3358"	"RPS18A"	54
"3359"	"RPS18B"	70
"3360"	"RPS19A"	36
"3361"	"RPS19B"	76
"3362"	"RPS1A"	73
"3363"	"RPS1B"	98
"3364"	"RPS2"	48
"3365"	"RPS20"	46
"3366"	"RPS21A"	59
"3367"	"RPS22A"	63
"3368"	"RPS22B"	84
"3369"	"RPS23A"	87
"3370"	"RPS23B"	25
"3371"	"RPS24A"	127
"3372"	"RPS24B"	73
"3373"	"RPS25A"	100
"3374"	"RPS25B"	28
"3375"	"RPS26A"	36
"3376"	"RPS26B"	60
"3377"	"RPS27A"	35
"3378"	"RPS28A"	43
"3379"	"RPS28B"	72
"3380"	"RPS29A"	58
"3381"	"RPS29B"	56
"3382"	"RPS3"	94
"3383"	"RPS30A"	83
"3384"	"RPS30B"	69
"3385"	"RPS31"	40
"3386"	"RPS4A"	116
"3387"	"RPS4B"	140
"3388"	"RPS5"	85
"3389"	"RPS6A"	126
"3390"	"RPS6B"	123
"3391"	"RPS7A"	72
"3392"	"RPS7B"	62
"3393"	"RPS8A"	233
"3394"	"RPS8B"	27
"3395"	"RPS9A"	53
"3396"	"RPS9B"	86
"3397"	"RPT1"	168
"3398"	"RPT2"	218
"3399"	"RPT3"	196
"3400"	"RPT4"	157
"3401"	"RPT5"	426
"3402"	"RPT6"	193
"3403"	"RQC1"	62
"3404"	"RQC2"	95
"3405"	"RRB1"	38
"3406"	"RRD1"	140
"3407"	"RRD2"	72
"3408"	"RRF1"	28
"3409"	"RRG7"	6
"3410"	"RRG8"	13
"3411"	"RRI1"	121
"3412"	"RRI2"	53
"3413"	"RRM3"	209
"3414"	"RRN10"	29
"3415"	"RRN11"	17
"3416"	"RRN3"	23
"3417"	"RRN5"	25
"3418"	"RRN6"	25
"3419"	"RRN7"	23
"3420"	"RRN9"	25
"3421"	"RRP1"	170
"3422"	"RRP12"	105
"3423"	"RRP14"	47
"3424"	"RRP15"	80
"3425"	"RRP17"	123
"3426"	"RRP3"	17
"3427"	"RRP36"	17
"3428"	"RRP4"	59
"3429"	"RRP40"	27
"3430"	"RRP42"	61
"3431"	"RRP43"	46
"3432"	"RRP45"	55
"3433"	"RRP46"	45
"3434"	"RRP5"	254
"3435"	"RRP6"	360
"3436"	"RRP7"	97
"3437"	"RRP8"	137
"3438"	"RRP9"	68
"3439"	"RRS1"	93
"3440"	"RRT14"	9
"3441"	"RRT2"	30
"3442"	"RRT6"	19
"3443"	"RRT8"	6
"3444"	"RSA1"	26
"3445"	"RSA3"	89
"3446"	"RSA4"	63
"3447"	"RSB1"	70
"3448"	"RSC1"	198
"3449"	"RSC2"	279
"3450"	"RSC3"	81
"3451"	"RSC30"	32
"3452"	"RSC4"	154
"3453"	"RSC58"	85
"3454"	"RSC6"	136
"3455"	"RSC8"	177
"3456"	"RSC9"	72
"3457"	"RSE1"	49
"3458"	"RSF2"	28
"3459"	"RSM10"	34
"3460"	"RSM18"	41
"3461"	"RSM22"	47
"3462"	"RSM24"	28
"3463"	"RSM25"	25
"3464"	"RSM26"	16
"3465"	"RSM28"	21
"3466"	"RSM7"	73
"3467"	"RSN1"	21
"3468"	"RSP5"	469
"3469"	"RSR1"	46
"3470"	"RTA1"	11
"3471"	"RTC1"	23
"3472"	"RTC3"	96
"3473"	"RTC6"	126
"3474"	"RTF1"	417
"3475"	"RTG1"	275
"3476"	"RTG2"	218
"3477"	"RTG3"	313
"3478"	"RTK1"	75
"3479"	"RTN1"	148
"3480"	"RTN2"	19
"3481"	"RTR1"	92
"3482"	"RTS1"	265
"3483"	"RTS2"	59
"3484"	"RTS3"	77
"3485"	"RTT10"	56
"3486"	"RTT101"	214
"3487"	"RTT102"	92
"3488"	"RTT103"	353
"3489"	"RTT105"	24
"3490"	"RTT106"	162
"3491"	"RTT107"	408
"3492"	"RTT109"	421
"3493"	"RUB1"	47
"3494"	"RUD3"	395
"3495"	"RUP1"	38
"3496"	"RVB1"	179
"3497"	"RVB2"	212
"3498"	"RVS161"	494
"3499"	"RVS167"	606
"3500"	"RXT2"	374
"3501"	"RXT3"	102
"3502"	"SAC1"	740
"3503"	"SAC3"	539
"3504"	"SAC6"	111
"3505"	"SAC7"	261
"3506"	"SAD1"	15
"3507"	"SAE2"	109
"3508"	"SAE3"	15
"3509"	"SAF1"	19
"3510"	"SAH1"	36
"3511"	"SAK1"	79
"3512"	"SAL1"	29
"3513"	"SAM1"	139
"3514"	"SAM2"	45
"3515"	"SAM3"	56
"3516"	"SAM35"	51
"3517"	"SAM37"	204
"3518"	"SAM4"	14
"3519"	"SAM50"	17
"3520"	"SAN1"	102
"3521"	"SAP1"	32
"3522"	"SAP155"	167
"3523"	"SAP185"	145
"3524"	"SAP190"	115
"3525"	"SAP30"	446
"3526"	"SAP4"	38
"3527"	"SAR1"	63
"3528"	"SAS10"	69
"3529"	"SAS2"	109
"3530"	"SAS3"	107
"3531"	"SAS4"	120
"3532"	"SAS5"	58
"3533"	"SAT4"	149
"3534"	"SAW1"	56
"3535"	"SAY1"	28
"3536"	"SBA1"	321
"3537"	"SBE2"	21
"3538"	"SBE22"	35
"3539"	"SBH1"	105
"3540"	"SBH2"	79
"3541"	"SBP1"	1127
"3542"	"SCC2"	123
"3543"	"SCC4"	18
"3544"	"SCD5"	64
"3545"	"SCD6"	97
"3546"	"SCH9"	180
"3547"	"SCJ1"	138
"3548"	"SCL1"	106
"3549"	"SCM3"	42
"3550"	"SCM4"	5
"3551"	"SCO1"	48
"3552"	"SCO2"	43
"3553"	"SCP1"	17
"3554"	"SCP160"	89
"3555"	"SCS2"	256
"3556"	"SCS22"	22
"3557"	"SCS3"	117
"3558"	"SCS7"	728
"3559"	"SCT1"	93
"3560"	"SCW10"	21
"3561"	"SCW11"	16
"3562"	"SCW4"	42
"3563"	"SCY1"	21
"3564"	"SDA1"	110
"3565"	"SDC1"	248
"3566"	"SDC25"	10
"3567"	"SDD1"	97
"3568"	"SDD2"	37
"3569"	"SDD3"	32
"3570"	"SDD4"	30
"3571"	"SDH1"	75
"3572"	"SDH2"	63
"3573"	"SDH3"	66
"3574"	"SDH4"	47
"3575"	"SDH5"	29
"3576"	"SDH6"	8
"3577"	"SDH7"	27
"3578"	"SDO1"	120
"3579"	"SDP1"	21
"3580"	"SDS22"	118
"3581"	"SDS23"	37
"3582"	"SDS24"	42
"3583"	"SDS3"	432
"3584"	"SDT1"	27
"3585"	"SEA4"	72
"3586"	"SEC1"	105
"3587"	"SEC10"	126
"3588"	"SEC11"	112
"3589"	"SEC12"	58
"3590"	"SEC13"	172
"3591"	"SEC14"	206
"3592"	"SEC15"	155
"3593"	"SEC16"	75
"3594"	"SEC17"	151
"3595"	"SEC18"	154
"3596"	"SEC2"	145
"3597"	"SEC20"	33
"3598"	"SEC21"	127
"3599"	"SEC22"	650
"3600"	"SEC23"	156
"3601"	"SEC24"	160
"3602"	"SEC26"	115
"3603"	"SEC27"	309
"3604"	"SEC28"	488
"3605"	"SEC3"	141
"3606"	"SEC31"	76
"3607"	"SEC39"	42
"3608"	"SEC4"	156
"3609"	"SEC5"	72
"3610"	"SEC53"	60
"3611"	"SEC59"	31
"3612"	"SEC6"	73
"3613"	"SEC61"	203
"3614"	"SEC62"	111
"3615"	"SEC63"	293
"3616"	"SEC65"	45
"3617"	"SEC66"	503
"3618"	"SEC7"	110
"3619"	"SEC72"	195
"3620"	"SEC8"	57
"3621"	"SEC9"	159
"3622"	"SED1"	42
"3623"	"SED4"	52
"3624"	"SED5"	125
"3625"	"SEF1"	41
"3626"	"SEG1"	42
"3627"	"SEG2"	15
"3628"	"SEH1"	226
"3629"	"SEI1"	62
"3630"	"SEM1"	439
"3631"	"SEN1"	96
"3632"	"SEN15"	74
"3633"	"SEN2"	22
"3634"	"SEN34"	11
"3635"	"SEN54"	15
"3636"	"SER1"	115
"3637"	"SER2"	190
"3638"	"SER3"	39
"3639"	"SER33"	34
"3640"	"SES1"	48
"3641"	"SET1"	151
"3642"	"SET2"	467
"3643"	"SET3"	272
"3644"	"SET4"	16
"3645"	"SET5"	47
"3646"	"SET6"	36
"3647"	"SEY1"	101
"3648"	"SFA1"	84
"3649"	"SFB2"	60
"3650"	"SFB3"	31
"3651"	"SFC1"	33
"3652"	"SFH1"	68
"3653"	"SFH5"	19
"3654"	"SFI1"	49
"3655"	"SFK1"	62
"3656"	"SFL1"	158
"3657"	"SFM1"	10
"3658"	"SFP1"	53
"3659"	"SFT1"	38
"3660"	"SFT2"	158
"3661"	"SGA1"	9
"3662"	"SGD1"	52
"3663"	"SGE1"	53
"3664"	"SGF11"	261
"3665"	"SGF29"	290
"3666"	"SGF73"	431
"3667"	"SGM1"	77
"3668"	"SGN1"	81
"3669"	"SGO1"	128
"3670"	"SGS1"	532
"3671"	"SGT1"	47
"3672"	"SGT2"	114
"3673"	"SGV1"	141
"3674"	"SHB17"	19
"3675"	"SHC1"	19
"3676"	"SHE1"	88
"3677"	"SHE10"	37
"3678"	"SHE2"	97
"3679"	"SHE3"	70
"3680"	"SHE4"	290
"3681"	"SHE9"	101
"3682"	"SHG1"	31
"3683"	"SHH3"	8
"3684"	"SHM1"	40
"3685"	"SHM2"	81
"3686"	"SHO1"	158
"3687"	"SHP1"	321
"3688"	"SHQ1"	20
"3689"	"SHR3"	287
"3690"	"SHR5"	44
"3691"	"SHS1"	176
"3692"	"SHU1"	33
"3693"	"SHU2"	23
"3694"	"SHY1"	79
"3695"	"SIC1"	394
"3696"	"SIF2"	249
"3697"	"SIL1"	95
"3698"	"SIN3"	679
"3699"	"SIN4"	403
"3700"	"SIP1"	67
"3701"	"SIP2"	46
"3702"	"SIP3"	54
"3703"	"SIP4"	78
"3704"	"SIP5"	52
"3705"	"SIR1"	90
"3706"	"SIR2"	342
"3707"	"SIR3"	114
"3708"	"SIR4"	115
"3709"	"SIS1"	89
"3710"	"SIS2"	107
"3711"	"SIT1"	30
"3712"	"SIT4"	198
"3713"	"SIW14"	131
"3714"	"SIZ1"	165
"3715"	"SKG1"	25
"3716"	"SKG3"	27
"3717"	"SKG6"	14
"3718"	"SKI2"	153
"3719"	"SKI3"	158
"3720"	"SKI6"	51
"3721"	"SKI7"	134
"3722"	"SKI8"	164
"3723"	"SKM1"	101
"3724"	"SKN1"	64
"3725"	"SKN7"	242
"3726"	"SKO1"	53
"3727"	"SKP1"	172
"3728"	"SKP2"	26
"3729"	"SKS1"	100
"3730"	"SKT5"	206
"3731"	"SKY1"	299
"3732"	"SLA1"	505
"3733"	"SLA2"	122
"3734"	"SLC1"	71
"3735"	"SLD2"	64
"3736"	"SLD3"	40
"3737"	"SLD5"	57
"3738"	"SLD7"	17
"3739"	"SLF1"	496
"3740"	"SLG1"	136
"3741"	"SLH1"	47
"3742"	"SLI15"	55
"3743"	"SLK19"	146
"3744"	"SLM1"	136
"3745"	"SLM2"	54
"3746"	"SLM3"	151
"3747"	"SLM4"	79
"3748"	"SLM5"	23
"3749"	"SLN1"	41
"3750"	"SLO1"	12
"3751"	"SLP1"	86
"3752"	"SLS1"	59
"3753"	"SLT2"	738
"3754"	"SLU7"	110
"3755"	"SLX1"	53
"3756"	"SLX4"	245
"3757"	"SLX5"	473
"3758"	"SLX8"	370
"3759"	"SLX9"	210
"3760"	"SLY1"	144
"3761"	"SLY41"	53
"3762"	"SLZ1"	10
"3763"	"SMA1"	11
"3764"	"SMA2"	52
"3765"	"SMB1"	149
"3766"	"SMC1"	178
"3767"	"SMC2"	67
"3768"	"SMC3"	294
"3769"	"SMC4"	41
"3770"	"SMC5"	57
"3771"	"SMC6"	98
"3772"	"SMD1"	89
"3773"	"SMD2"	73
"3774"	"SMD3"	65
"3775"	"SME1"	45
"3776"	"SMF1"	31
"3777"	"SMF2"	31
"3778"	"SMF3"	33
"3779"	"SMI1"	404
"3780"	"SMK1"	50
"3781"	"SML1"	109
"3782"	"SMM1"	50
"3783"	"SMP1"	29
"3784"	"SMT3"	463
"3785"	"SMX2"	58
"3786"	"SMX3"	70
"3787"	"SMY1"	178
"3788"	"SMY2"	59
"3789"	"SNA2"	13
"3790"	"SNA3"	74
"3791"	"SNA4"	28
"3792"	"SNC1"	68
"3793"	"SNC2"	148
"3794"	"SNF1"	527
"3795"	"SNF11"	72
"3796"	"SNF12"	37
"3797"	"SNF2"	188
"3798"	"SNF3"	39
"3799"	"SNF4"	346
"3800"	"SNF5"	188
"3801"	"SNF6"	164
"3802"	"SNF7"	145
"3803"	"SNF8"	71
"3804"	"SNL1"	109
"3805"	"SNM1"	29
"3806"	"SNN1"	108
"3807"	"SNO1"	40
"3808"	"SNO2"	12
"3809"	"SNO3"	7
"3810"	"SNO4"	56
"3811"	"SNP1"	98
"3812"	"SNQ2"	57
"3813"	"SNR14"	9
"3814"	"SNR30"	29
"3815"	"SNR35"	12
"3816"	"SNR6"	14
"3817"	"SNR7-L"	12
"3818"	"SNT1"	420
"3819"	"SNT2"	36
"3820"	"SNT309"	190
"3821"	"SNU114"	146
"3822"	"SNU13"	61
"3823"	"SNU23"	26
"3824"	"SNU56"	58
"3825"	"SNU66"	195
"3826"	"SNU71"	60
"3827"	"SNX3"	38
"3828"	"SNX4"	145
"3829"	"SNX41"	59
"3830"	"SNZ1"	51
"3831"	"SNZ2"	17
"3832"	"SNZ3"	17
"3833"	"SOD1"	236
"3834"	"SOD2"	87
"3835"	"SOF1"	46
"3836"	"SOG2"	19
"3837"	"SOH1"	411
"3838"	"SOK1"	41
"3839"	"SOK2"	129
"3840"	"SOL1"	54
"3841"	"SOL2"	51
"3842"	"SOL3"	46
"3843"	"SOL4"	51
"3844"	"SOM1"	5
"3845"	"SOP4"	59
"3846"	"SOR1"	27
"3847"	"SOR2"	47
"3848"	"SOV1"	92
"3849"	"SPA2"	120
"3850"	"SPB1"	54
"3851"	"SPB4"	391
"3852"	"SPC1"	97
"3853"	"SPC105"	90
"3854"	"SPC110"	189
"3855"	"SPC19"	57
"3856"	"SPC2"	113
"3857"	"SPC24"	203
"3858"	"SPC25"	127
"3859"	"SPC29"	57
"3860"	"SPC3"	14
"3861"	"SPC34"	64
"3862"	"SPC42"	72
"3863"	"SPC72"	139
"3864"	"SPC97"	20
"3865"	"SPC98"	29
"3866"	"SPE1"	269
"3867"	"SPE2"	83
"3868"	"SPE3"	99
"3869"	"SPE4"	35
"3870"	"SPF1"	434
"3871"	"SPH1"	27
"3872"	"SPI1"	26
"3873"	"SPL2"	13
"3874"	"SPN1"	93
"3875"	"SPO1"	19
"3876"	"SPO11"	86
"3877"	"SPO12"	140
"3878"	"SPO13"	64
"3879"	"SPO14"	82
"3880"	"SPO19"	58
"3881"	"SPO20"	20
"3882"	"SPO21"	68
"3883"	"SPO22"	13
"3884"	"SPO7"	81
"3885"	"SPO71"	39
"3886"	"SPO74"	11
"3887"	"SPO75"	13
"3888"	"SPP1"	118
"3889"	"SPP2"	15
"3890"	"SPP381"	80
"3891"	"SPP382"	99
"3892"	"SPP41"	11
"3893"	"SPR1"	6
"3894"	"SPR2"	34
"3895"	"SPR28"	18
"3896"	"SPR3"	99
"3897"	"SPS1"	82
"3898"	"SPS18"	18
"3899"	"SPS2"	51
"3900"	"SPS22"	30
"3901"	"SPT10"	380
"3902"	"SPT14"	63
"3903"	"SPT15"	218
"3904"	"SPT16"	236
"3905"	"SPT2"	214
"3906"	"SPT20"	106
"3907"	"SPT21"	405
"3908"	"SPT23"	111
"3909"	"SPT3"	464
"3910"	"SPT4"	312
"3911"	"SPT5"	203
"3912"	"SPT6"	81
"3913"	"SPT7"	237
"3914"	"SPT8"	383
"3915"	"SQS1"	71
"3916"	"SQT1"	19
"3917"	"SRB2"	377
"3918"	"SRB4"	126
"3919"	"SRB5"	117
"3920"	"SRB6"	67
"3921"	"SRB7"	66
"3922"	"SRB8"	163
"3923"	"SRC1"	219
"3924"	"SRD1"	9
"3925"	"SRF1"	123
"3926"	"SRL2"	45
"3927"	"SRM1"	86
"3928"	"SRN2"	183
"3929"	"SRO7"	346
"3930"	"SRO77"	42
"3931"	"SRO9"	938
"3932"	"SRP1"	267
"3933"	"SRP101"	131
"3934"	"SRP102"	51
"3935"	"SRP14"	34
"3936"	"SRP21"	23
"3937"	"SRP40"	162
"3938"	"SRP54"	153
"3939"	"SRP68"	32
"3940"	"SRP72"	40
"3941"	"SRS2"	572
"3942"	"SRT1"	7
"3943"	"SRV2"	79
"3944"	"SRX1"	7
"3945"	"SRY1"	108
"3946"	"SSA1"	847
"3947"	"SSA2"	410
"3948"	"SSA3"	100
"3949"	"SSA4"	52
"3950"	"SSB1"	944
"3951"	"SSB2"	1999
"3952"	"SSC1"	124
"3953"	"SSD1"	583
"3954"	"SSE1"	323
"3955"	"SSE2"	62
"3956"	"SSF1"	230
"3957"	"SSF2"	62
"3958"	"SSH1"	203
"3959"	"SSH4"	18
"3960"	"SSK1"	75
"3961"	"SSK2"	188
"3962"	"SSK22"	61
"3963"	"SSL1"	99
"3964"	"SSL2"	41
"3965"	"SSM4"	180
"3966"	"SSN2"	208
"3967"	"SSN3"	293
"3968"	"SSN8"	243
"3969"	"SSO1"	102
"3970"	"SSO2"	189
"3971"	"SSP1"	21
"3972"	"SSP120"	23
"3973"	"SSP2"	35
"3974"	"SSQ1"	27
"3975"	"SSS1"	41
"3976"	"SST2"	205
"3977"	"SSU1"	12
"3978"	"SSU72"	155
"3979"	"SSY1"	97
"3980"	"SSY5"	12
"3981"	"SSZ1"	105
"3982"	"STB1"	77
"3983"	"STB2"	105
"3984"	"STB3"	38
"3985"	"STB4"	29
"3986"	"STB5"	240
"3987"	"STB6"	25
"3988"	"STD1"	57
"3989"	"STE11"	128
"3990"	"STE12"	114
"3991"	"STE13"	8
"3992"	"STE14"	20
"3993"	"STE18"	16
"3994"	"STE2"	45
"3995"	"STE20"	256
"3996"	"STE23"	11
"3997"	"STE24"	309
"3998"	"STE3"	17
"3999"	"STE4"	83
"4000"	"STE5"	60
"4001"	"STE50"	395
"4002"	"STE6"	27
"4003"	"STE7"	53
"4004"	"STF1"	43
"4005"	"STF2"	15
"4006"	"STH1"	203
"4007"	"STI1"	122
"4008"	"STL1"	35
"4009"	"STM1"	199
"4010"	"STN1"	35
"4011"	"STO1"	210
"4012"	"STP1"	93
"4013"	"STP2"	80
"4014"	"STP22"	186
"4015"	"STP3"	28
"4016"	"STP4"	30
"4017"	"STR2"	63
"4018"	"STR3"	31
"4019"	"STS1"	15
"4020"	"STT3"	92
"4021"	"STT4"	60
"4022"	"STU1"	144
"4023"	"STU2"	133
"4024"	"STV1"	119
"4025"	"SUA5"	17
"4026"	"SUA7"	84
"4027"	"SUB1"	199
"4028"	"SUB2"	112
"4029"	"SUC2"	25
"4030"	"SUE1"	34
"4031"	"SUI1"	76
"4032"	"SUI2"	107
"4033"	"SUI3"	67
"4034"	"SUL1"	60
"4035"	"SUL2"	25
"4036"	"SUM1"	290
"4037"	"SUN4"	16
"4038"	"SUP11"	2
"4039"	"SUP35"	266
"4040"	"SUP4"	13
"4041"	"SUP45"	68
"4042"	"SUP61"	5
"4043"	"SUR1"	434
"4044"	"SUR2"	203
"4045"	"SUR7"	65
"4046"	"SUS1"	335
"4047"	"SUT1"	67
"4048"	"SUT2"	59
"4049"	"SUV3"	77
"4050"	"SVF1"	54
"4051"	"SVL3"	99
"4052"	"SVP26"	89
